product_name,brands,categories,energy_100g,saturated_fat_100g,sugars_100g,salt_100g,proteins_100g,fiber_100g,fvl_percent,nutri_score_value,nutri_score_label,green_score_value,green_score_label,url
Pain de mie grandes tranches Seigle & Graines 500g,la Boulangère,Pains de mie,1246,1,4.2,0.96,12,7.2,0.48,0,A,83,A,https://world.openfoodfacts.org/product/3760049798609
14 Maxi Tranches complet sans sucres ajoutés,Jacquet,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pains,Pains de mie,Pains complets,Pains de mie complet",1026,0.3,3.8,1.2,8.7,6.6,0,2,B,83,A,https://world.openfoodfacts.org/product/3029330022428
pain de mie grandes tranches spécial sandwich complet,"Lidl,Maître Jean Pierre","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet",1089,0.5,5,1,8.3,6.3,0,2,B,74,B,https://world.openfoodfacts.org/product/4056489007180
Harrys brioche tressee nature au sucre perle sans additifs 500g,Harrys,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tressées, Brioches pur beurre, Brioches natures, Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pains, en:Packaged breads",1496,1,13,0.8,8.6,4.5,0,5,C,47,C,https://world.openfoodfacts.org/product/3228857001231
100% mie complet 500g,Harry's,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pains,Pains de mie,Pains de mie sans croûte,Pains complets,Pains de mie complet",1053,0.4,5.5,1.1,7.5,6.5,0.040277778,2,B,85,A,https://world.openfoodfacts.org/product/3228857000166
Biscottes 6 Céréales,Heudebert,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Multigrain rusks",1698,2.4,3.4,1.6,13,5,0,12,D,77,A,https://world.openfoodfacts.org/product/3392460480827
Pain grillé au blé complet,LU Pelletier,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Rusks,Toasts",1636,2.1,2.6,1.8,12,5.1,0,12,D,70,B,https://world.openfoodfacts.org/product/3017760542890
Classic Torinesi Breadsticks,Crosta & Mollica,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Breadsticks",1700,1,2.8,2.1,19.8,1.2,0,15,D,85,A,https://world.openfoodfacts.org/product/5060198640261
Pain de mie grandes tranches Toastiligne complet,la boulangère,"Pains de mie complet, en:Packaged breads",953,0.9,2.8,0.98,10,6.2,0,-1,A,74,B,https://world.openfoodfacts.org/product/3760049790252
Wholemeal Bread,Warburtons,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Wholemeal breads",950,0.42,2.52,0.945,10.5,6.3,0,-1,A,67,B,https://world.openfoodfacts.org/product/5010044000404
6 Wraps blé complet,Old El Paso,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains plats, Pains blancs, Pains de blé, Tortillas de blé",1240,1.03,2.24,1.05,9.14,5.17,0,4,C,78,A,https://world.openfoodfacts.org/product/8410076470812
Seeded Batch,Warburtons,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Multigrain sliced breads",1231,1.3,2.6,0.95,10.6,6,0,1,B,68,B,https://world.openfoodfacts.org/product/5010044002552
Pain de mie american sandwich complet sans sucres ajoutés 600g,Harrys,Pains de mie complet,1178,0.5,3.6,1.1,7.7,8.1,0.919628906,1,B,74,B,https://world.openfoodfacts.org/product/3228857002344
Tasty Wholemeal Medium,Hovis,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads",920,0.5,4,0.888,10,6.75,0,-1,A,67,B,https://world.openfoodfacts.org/product/5010003000339
50/50 Medium Bread,Kingsmill,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads",982,1,8.75,0.95,9.5,11.8,0,0,A,67,B,https://world.openfoodfacts.org/product/5010092093441
Grilletines blé complet,"Brioche Pasquier, Pasquier","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Toasts,Toasted bread rolls",1760,2,7.3,0.87,13,6.7,0,8,C,79,A,https://world.openfoodfacts.org/product/3182180002115
Harrys beau & bon pain de mie farine de ble cereales & graines 320g,Harrys,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Frozen foods,Breads,Sliced breads,White breads,Bread white from wheat flour of the highest grade GOST 26987-86,Frozen breads,Multigrain sliced breads",1206,0.7,3.5,1,12,6,5.125,1,B,80,A,https://world.openfoodfacts.org/product/3228857001194
Ryvita Multigrain Crispbread,RYVITA,"plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, breads, da:crackers, plain-salty-snacks",1480,0.952,3.81,0.571,12.4,17.1,0,-3,A,72,B,https://world.openfoodfacts.org/product/5050974505259
Italian Original Breadsticks,Tesco,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Breadsticks",1748,1.4,2.8,1.8,11.2,2.8,0,14,D,87,A,https://world.openfoodfacts.org/product/5018374285577
Tartines de Pain Blé Complet,Brioche Pasquier,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Biscottes,Pains grillés,Pain-grille-complet",1615,0.8,4.2,1.5,13,8.7,0,7,C,80,A,https://world.openfoodfacts.org/product/3182180060320
Pain AMS complet,Harrys,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains complets, Pains de mie complet",1100,0.4,4.9,1.2,7.7,7.2,3.257575758,2,B,85,A,https://world.openfoodfacts.org/product/3228857000906
Heudebert Fibre +,Heudebert,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Toasts,Multigrain rusks,Wholemeal rusks",1618,2.2,5.4,1.1,15,12,0,7,C,79,A,https://world.openfoodfacts.org/product/3017760363990
Pain de mie complet,Ekmek,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains complets, Pains de mie complet",975,0.12,3.8,1.05,8,5,0,3,C,75,A,https://world.openfoodfacts.org/product/6111246910023
Tartines céréales 450g,La Boulangère,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks sucrés,en:Sweet pastries and pies,Pains,Viennoiseries,Pains de mie,Pains de mie aux céréales",1249,1,2.9,1.1,10,5.8,0,1,B,75,A,https://world.openfoodfacts.org/product/3760049796384
Pain de mie grandes tranches Toastiligne céréales & graines 500g,La Boulangère,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains de mie aux céréales",1056,0.4,3.8,1,11,5.9,0,1,B,80,A,https://world.openfoodfacts.org/product/3760049795479
Soft White Medium Bread,Hovis,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, White breads, Sliced-white-bread",972,0.25,3.5,0.887,8.75,2.5,0,4,C,77,A,https://world.openfoodfacts.org/product/5010003000131
Pain de mie grandes tranches 7 cereales,Maître Jean Pierre,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains de mie aux céréales,en:Pain de mie",1214,1,3.4,1,10.4,5,0,1,B,75,A,https://world.openfoodfacts.org/product/4056489235798
Wraps,Old El Paso,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,White breads,Wheat breads,Wheat flatbreads",1264,1.2,2.1,1,9.1,1.6,0,5,C,76,A,https://world.openfoodfacts.org/product/8410076472953
NYC BAGEL Sesame,NEW YORK BAKERY,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Bagel breads",1310,0,0,0,12.9,0,0,-2,A,82,A,https://world.openfoodfacts.org/product/5020364010151
Biscottes sans sel et sans sucre ajoutés,Pasquier,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Surgelés,en:Specific products,en:Products for specific diets,Pains,Produits à teneur réduite en sel,Biscottes,Biscottes sans sel",1635,0.5,2.2,0.02,15,7,0,-6,A,76,A,https://world.openfoodfacts.org/product/3182189999805
Pain de mie american sandwich rustique sans sucres ajoutés 500g,Harry's,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie",1233,0.8,3,1,11,8.7,2.05,-2,A,79,A,https://world.openfoodfacts.org/product/3228857002245
Biscottes,"Heudebert,Lu,Mondelez","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Common wheat rusks",698,1.4,2.8,0.47,4.6,1.4,0,4,C,79,A,https://world.openfoodfacts.org/product/7622210416681
La Biscotte 96% de céréales,Heudebert,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks",1722,3.4,6.8,1.2,11,3.6,0,13,D,75,A,https://world.openfoodfacts.org/product/7622210416629
Extra moelleux nature,HARRYS,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie blancs nature",1202,0.5,6.5,1.18,8.1,5,0.92125,4,C,83,A,https://world.openfoodfacts.org/product/3228857000883
Maxi Tranches Sans sucre ajouté Nature,Jacquet,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie",1054,0.3,4.5,1.1,8.3,3.4,0,5,C,83,A,https://world.openfoodfacts.org/product/3029330022411
Grilletine Sans sucres ajoutés Blé complet,Pasquier,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pains,Pains grillés,Petits pains grillés",1690,2.4,2.1,0.9,13,12.7,0,6,C,85,A,https://world.openfoodfacts.org/product/3182180002542
Cinnamon & Raisin Bagels,New York Bakery Co,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Bagel breads",1140,0.235,10.4,0.568,9.18,5.18,6.284,3,C,87,A,https://world.openfoodfacts.org/product/5020364010144
Farmhouse Soft Bread,Warburtons,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,White breads,Sliced breads",1020,0.468,2.11,0.966,8.9,2.34,0,4,C,67,B,https://world.openfoodfacts.org/product/5010044002378
"Maestro Cereale avec du Levain, Millet et Quinoa",Schär,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,en:Specific products,en:Products for specific diets,Pães,Produtos sem glútem,Pães especiais,Pães sem glúten,Pães de forma",1040,0.8,4,0.94,4.4,10,0.15,2,B,75,A,https://world.openfoodfacts.org/product/8008698007389
Beau & bon pain de mie complet lin tournesol 320g,Harrys,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet, Surgelés, Pains surgelés",1273,1,3.5,0.9,11,7,0.55,0,A,73,B,https://world.openfoodfacts.org/product/3228857001101
Pain de mie grandes tranches Avoine & Graines 500g,La BOULANGÈRE,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pain de mie à la farine d'avoine,Pain de mie à la farine de blé,Pains de mie aux céréales",1150,1,2.2,0.93,12,6,0,0,A,71,B,https://world.openfoodfacts.org/product/3760049798845
Maestro Classic,Schär,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,en:Specific products,en:Products for specific diets,Pains,Produits sans gluten,Pains sans gluten,Pains de mie",972,0.4,3.2,0.98,3.6,8,0,0,A,70,B,https://world.openfoodfacts.org/product/8008698005576
Biscottes Pleine vie Sans sel ajouté,"Heudebert, Lu, Mondelez","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Specific products, Products for specific diets, Breads, Products with reduced salt, Rusks, fr:biscottes-pauvres-en-sel, en:rusks-without-salt",1719,2.7,4.8,0.01,12,3.7,0,3,C,75,A,https://world.openfoodfacts.org/product/3392460481114
Penne Rigate N°73,Barilla,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,Cereais e seus produtos,Massa alimentícia,en:Cereal pastas,Massas secas,en:Durum wheat pasta,en:Dry durum wheat pasta,Penne,Penne Rigate",1521,0.5,3.5,0.01,13,3,0,0,A,73,B,https://world.openfoodfacts.org/product/8076802085738
Barilla Penne Rigate Fullkorn 500g,Barilla,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Cereal pastas,Dry pastas,Durum wheat pasta,Dried wholemeal pasta,Spaghetti,Whole durum wheat pasta,Durum wheat penne,Durum wheat spaghetti,Penne,Penne rigate",1466,0.5,3.5,0.01,13,8,0,-5,A,82,A,https://world.openfoodfacts.org/product/8076809529433
Chicken Flavour,Yum Yum,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Fertiggerichte,Getreideprodukte,Getrocknete Produkte,Teigwaren,Suppen,Getrocknete Produkte zur Rehydrierung,Nudeln,Getrocknete Fertiggerichte,Instant-Nudeln,Instantsuppen,Instant Nudelsuppen",332,1.6,0.4,0.8,1.3,1.6,2.3,4,C,39,D,https://world.openfoodfacts.org/product/8852018101024
Pâtes spaghetti au blé complet integral 500g,Barilla,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreideprodukte,Teigwaren,en:Cereal pastas,Getrocknete Teigwaren,Hartweizenteigwaren,Spaghettis,en:Whole durum wheat pasta,en:Dry durum wheat pasta,Hartweizenspaghetti,Vollkorn-Hartweizenspaghetti,Vollkorn Hartweizen",1466,0.5,3.5,0.01,13,8,0,-5,A,60,B,https://world.openfoodfacts.org/product/8076809529419
Lasagne all'uovo,Barilla,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Pastas alimenticias,en:Cereal pastas,Pasta seca,Pasta de trigo duro,Pasta de huevo,en:Dry egg pastas,en:Lasagna sheets,fr:Lasagnes à garnir aux œufs",1558,1,3,0.08,14,3,0,-1,A,75,A,https://world.openfoodfacts.org/product/8076800376999
Tortellini ricotta & épinards,"Giovanni Rana, Rana","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Pâtes farcies, Pâtes fraîches, Tortellini, Pâtes fraîches farcies au fromage et aux légumes",1081,2.5,5.6,1.1,9,5.5,20.01367188,8,C,55,C,https://world.openfoodfacts.org/product/8001665714372
Pâtes spaghetti n°5 1kg,Barilla,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Cereal pastas,Dry pastas,Durum wheat pasta,Spaghetti,Dry durum wheat pasta,Durum wheat spaghetti,Food",1521,0.5,3.5,0.01,13,3,0,0,A,73,B,https://world.openfoodfacts.org/product/8076800105056
Spaghetti Senza Glutine,Barilla,"Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereali e i loro prodotti, en:Specific products, Pasta, en:Products for specific diets, Prodotti senza glutine, Pasta secca, Pasta senza glutine, en:Gluten-free dry pasta, Spaghetti, Spaghetti senza glutine",1498,0.3,0.5,0.01,6.5,1.1,0,2,B,79,A,https://world.openfoodfacts.org/product/8076809545440
SHIN RAMYUN NOODLE,NONGSHIM,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Dried products,Meals,Pastas,Dried products to be rehydrated,Noodles,Soups,Instant noodles,Instant noodle soups",1786,6.7,2.6,3.7,8.6,0,0.008056641,29,E,43,D,https://world.openfoodfacts.org/product/8801043150620
Le Ravioli pur boeuf,Panzani,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Céréales et pommes de terre, Viandes et dérivés, Céréales et dérivés, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Plats préparés à la viande, Pâtes farcies, Plats au bœuf, Pâtes farcies à la viande, Ravioli, Plats préparés en conserve, Ravioli à la viande, Raviolis au bœuf, Ravioli en conserve, Raviolis à la viande en conserve",384,0.8,1.4,0.75,3.8,1.6,8.473557692,3,C,68,B,https://world.openfoodfacts.org/product/3038352880305
Penne Rigate Senza Glutine,Barilla,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,en:Specific products,Pâtes alimentaires,en:Products for specific diets,Produits sans gluten,Pâtes sèches,Pâtes alimentaires sans gluten,Pâtes sèches sans gluten,Penne Rigate sans gluten,Penne,Penne rigate",1498,0.3,0.5,0.01,6.5,1.1,0,2,B,79,A,https://world.openfoodfacts.org/product/8076809545457
Spaghetti n° 12,De Cecco,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Pastas alimenticias,en:Cereal pastas,Pasta seca,Pasta de trigo duro,Espaguetis,en:Dry durum wheat pasta,Espaguetis de trigo duro",1490,0.3,3.4,0,14,2.9,0,-1,A,67,B,https://world.openfoodfacts.org/product/8001250120120
WHOLEWHEAT FUSILLI,TESCO,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Cereal pastas,Dry pastas,Durum wheat pasta,Whole durum wheat pasta,Dried wholemeal pasta,Fusilli",607,0.1,0.7,0.02,5.7,3.9,0,-2,A,74,B,https://world.openfoodfacts.org/product/5000119319906
Capellini (Spagetti) Nr. 1,Barilla,"Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereali e i loro prodotti, Pasta, Paste alimentari di cereali, Pasta secca, Pasta di grano duro, Spaghetti, Capellini, en:Dry durum wheat pasta",1521,0.5,3.5,0.01,13,3,0,0,A,80,A,https://world.openfoodfacts.org/product/8076800195019
Penne Rigate,Barilla,"Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereali e i loro prodotti, Pasta, Paste alimentari di cereali, Pasta secca, Pasta di grano duro, en:Dry durum wheat pasta, Penne, Penne Rigate",1521,0.5,3.5,0.01,13,3,0,0,A,73,B,https://world.openfoodfacts.org/product/8076800105735
GIRASOLI RICOTTA EPINARD,Lustucru Lustucru selection,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Pâtes farcies, Pâtes fraîches, Ravioli, en:Pates farcies aux légumes, en:Plats préparés, en:Plats à base de pâtes, en:Pâtes farcies, en:Pâtes farcies au fromage, en:Pâtes fraîches farcies au fromage et aux légumes, Pâtes fraîches farcies au fromage et aux légumes",1024,4,3.6,1.1,8.1,2.9,20.03406283,12,D,62,B,https://world.openfoodfacts.org/product/3240931545264
Spinach Ricotta Tortelloni,Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Meals, Pasta dishes, Pastas, Stuffed pastas, Egg pastas, Fresh pasta, Pasta stuffed with vegetables, Fresh egg pasta, Fresh pasta stuffed with vegetables, Pasta stuffed with cheese, Tortellini, Cooked fresh pasta stuffed with cheese and vegetables, Fresh pasta stuffed with cheese, Tortellini ricotta & spinach, Tortelloni",857,1.4,1.73,0.44,7.93,2.13,9,2,B,54,C,https://world.openfoodfacts.org/product/00336789
Lasagne,"Barilla, Barilla Collezione, Barilla norge","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Teigwaren, en:Cereal pastas, Getrocknete Teigwaren, Hartweizenteigwaren, en:Lasagna sheets, en:Dry durum wheat pasta, en:Food",1502,0.5,3.5,0.01,13,3,0,0,A,72,B,https://world.openfoodfacts.org/product/8076809523738
Fusilli n°34,De Cecco,"Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereali e i loro prodotti, Pasta, Paste alimentari di cereali, Pasta secca, Pasta di grano duro, Fusilli, en:Dry durum wheat pasta, es:Fusilli de trigo duro",1490,0.3,3.4,0,14,2.9,0,-1,A,67,B,https://world.openfoodfacts.org/product/8001250120342
YumYum Beef,Yum Yum,"Plant-based foods and beverages,Plant-based foods,Meals,Dried products,Pastas,Soups,Dried products to be rehydrated,Noodles,Dried meals,Instant noodles,Chinese noodles,Dehydrated soups,Instant noodle soups,Flavoured Asian noodles,Flavoured dehydrated Asian noodles,Vegan",318,1.8,0.7,0.75,1.2,0.6,0.6775,4,C,62,B,https://world.openfoodfacts.org/product/8852018101017
Ramen soja caramel,Tanoshi,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Produits déshydratés,Pâtes alimentaires,Produits lyophilisés à reconstituer,Nouilles,Nouilles instantanées",222,0.1,0.8,0.51,1.8,0.5,0.2175,2,B,67,B,https://world.openfoodfacts.org/product/3229820181363
mushroom & mascarpone tortelloni,Rana,"Plant-based foods and beverages,Plant-based foods,Meals,Pasta dishes,Pastas,Stuffed pastas,Fresh pasta,Pasta stuffed with vegetables,Pasta stuffed with cheese,Tortellini,Fresh pasta stuffed with cheese,Fresh pasta stuffed with mushrooms",1300,4,1.6,0.8,9.6,2.4,5.1,6,C,62,B,https://world.openfoodfacts.org/product/8001665705066
Girandole Torsades N° 34,"Barilla, Barilla norge","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Teigwaren, en:Cereal pastas, Nudeln, Getrocknete Teigwaren, Hartweizenteigwaren, en:Dry durum wheat pasta",1521,0.5,3.5,0.01,13,3,0,0,A,73,B,https://world.openfoodfacts.org/product/8076809512268
Pâtes spaghettoni n°7 500g,"166, 43122 Parma - Italy, Barilla, Barilla - Barilla G. e R. Fratelli - Società per Azioni - Via Mantova, 166 Barilla","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Pâtes de blé dur sèches",1521,0.5,3.5,0.01,13,3,0,0,A,60,B,https://world.openfoodfacts.org/product/8076808150072
Soba classic,NISSIN,"pflanzliche-lebensmittel-und-getränke, pflanzliche-lebensmittel, getrocknete-produkte, fertiggerichte, nudelgerichte, teigwaren, getrocknete-produkte-zur-rehydrierung, nudeln, instant-nudeln, fertignudeln, en:instant-soba, soba, de:chinesische-nudeln, de:fertiggerichte, de:fertignudeln, de:getreide-und-kartoffeln, de:getreideprodukte, de:getrocknete-produkte, de:getrocknete-produkte-zur-rehydrierung, de:instant-nudeln, de:nudelgerichte, de:nudeln, de:pflanzliche-lebensmittel, en:pflanzliche-lebensmittel-und-getränke, de:teigwaren",916,4.5,4.7,2,5.3,0,5.2,16,D,57,C,https://world.openfoodfacts.org/product/5997523313111
Panzani spaghetti 500g,"Ebro Foods, Panzani","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Pâtes de blé dur sèches, Spaghettis de blé dur",1531,0.4,3.7,0,12,3.6,0,0,A,73,B,https://world.openfoodfacts.org/product/3038350015006
Demae Ramen - Chicken,Nissin,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Dried products, Meals, Pastas, Dried products to be rehydrated, Noodles, Dried meals, Instant noodles",380,2,0.4,1.1,2,0,0.0375,7,C,63,B,https://world.openfoodfacts.org/product/8712429350100
Linguine- Pâtes alimentaires de semoule et de blé dur 500G,Barilla,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes alimentaires de céréales,Pâtes sèches,Pâtes de blé dur,Pâtes sèches au blé complet,Spaghetti,Pâtes de blé dur complet,Linguine",1466,0.5,3.5,0.01,13,8,0,-5,A,76,A,https://world.openfoodfacts.org/product/8076809578363
Penne Rigate Nudeln,Combino,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Cereal pastas, Dry pastas, Durum wheat pasta, Dry durum wheat pasta, Penne, Penne rigate",1502,0.8,3,0.03,12,3,0,0,A,67,B,https://world.openfoodfacts.org/product/4013159604551
coquillette,Barilla,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes alimentaires de céréales,Pâtes sèches,Pâtes de blé dur,Pâtes sèches au blé complet,Coquillettes,Pâtes de blé dur complet",1466,0.5,3.5,0.01,13,8,0,-5,A,77,A,https://world.openfoodfacts.org/product/8076809532709
"Soupe Thai  (Nouilles, champignons et pousses de soja)  د تای سوپ","Knorr, Unilever","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Plats préparés,Produits déshydratés,Produits lyophilisés à reconstituer,Soupes,Plats préparés déshydratés,Soupes de légumes,Soupes déshydratées,Soupes de nouilles instantanées",155,0.6,1.6,0.8,1,0.5,8.4921875,3,C,37,D,https://world.openfoodfacts.org/product/8722700027775
Ravioli boeuf,"Lustucru, Lustucru selection","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Viandes et dérivés, Céréales et dérivés, Plats préparés, Plats à base de pâtes, Pâtes alimentaires, Plats préparés à la viande, Pâtes farcies, Plats au bœuf, Pâtes fraîches, Pâtes farcies à la viande, Ravioli, Pâtes fraîches farcies à la viande, Ravioli à la viande, Raviolis au bœuf, Pâtes fraîches cuites farcies à la viande",1111,2,3.8,1,9,2.4,12.9,6,C,16,E,https://world.openfoodfacts.org/product/3240930116120
Fusilli Blé complet,Carrefour,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Cereal pastas, Dry pastas, Durum wheat pasta, Dried wholemeal pasta, Fusilli, fr:Fusilli complets, es:fusilli-de-trigo-duro",1525,0.4,3,0,13,6,0,-4,A,85,A,https://world.openfoodfacts.org/product/3560070825493
Linguine n° 7,De Cecco,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Pastas alimenticias,en:Cereal pastas,Pasta seca,Pasta de trigo duro,en:Dry durum wheat pasta,Linguine",1469,0.3,3.4,0.01,14,2.9,0,-1,A,74,B,https://world.openfoodfacts.org/product/8001250120076
473396 LTAPES POT moodle CHICKEN & MUSHROOM FLAVOU,Pot Noodle,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles, en:soups",596,2.8,1.1,0.63,3.2,1.2,2.825,5,C,52,C,https://world.openfoodfacts.org/product/5000118203503
Torsades au blé complet,"Marque Repère, Turini","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes alimentaires de céréales,Pâtes sèches,Pâtes de blé dur,Pâtes sèches au blé complet,Pâtes de blé dur complet,Fusilli,Torsades de blé complet",1426,0.5,3,0,11,7.5,0,-5,A,67,B,https://world.openfoodfacts.org/product/3564700674031
Couacous Dari,Dari,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Cereal semolinas, Wheat semolinas, Durum wheat semolinas, Durum wheat semolinas for couscous, en:pastas",1464,0,1.6,0.02,12,3.3,0,-1,A,70,B,https://world.openfoodfacts.org/product/6111094000228
